,Unnamed: 0,school,rank,school_score,public,name,role,male,title,tenure_track,pred,semester_scraped
682,682,uci,27,3.5,1,Volodymyr Minin,faculty,,Professor,True,1.0,Fall 2022
683,683,uci,27,3.5,1,Bin Nan,faculty,,Chancellor’s Professor,True,1.0,Fall 2022
684,684,uci,27,3.5,1,Tianchen Qian,faculty,,Assistant Professor,True,1.0,Fall 2022
685,685,uci,27,3.5,1,Annie Qu,faculty,,Chancellor’s Professor,True,0.0,Fall 2022
686,686,uci,27,3.5,1,Babak Shahbaba,faculty,,"Professor & UCI Chancellor’s Fellow; Vice Chair of Graduate Studies, Statistics",True,1.0,Fall 2022
687,687,uci,27,3.5,1,Weining Shen,faculty,,Associate Professor,True,0.0,Fall 2022
688,688,uci,27,3.5,1,Hal Stern,faculty,,Chancellor’s Professor; Provost & Executive Vice Chancellor,True,1.0,Fall 2022
689,689,uci,27,3.5,1,Zhaoxia Yu,faculty,,"Professor; Vice Chair of Undergraduate Affairs, Statistics",True,0.0,Fall 2022
690,690,uci,27,3.5,1,Wesley O. Johnson,faculty,,Professor Emeritus,False,1.0,Fall 2022
691,691,uci,27,3.5,1,Jessica Utts,faculty,,Professor Emeritus,False,0.0,Fall 2022
692,692,uci,27,3.5,1,Pierre Baldi,faculty,,Distinguished Professor,True,1.0,Fall 2022
693,693,uci,27,3.5,1,Scott Bartell,faculty,,Professor,True,1.0,Fall 2022
694,694,uci,27,3.5,1,Carter Butts,faculty,,Professor,True,1.0,Fall 2022
695,695,uci,27,3.5,1,Matthew Harding,faculty,,Professor,True,1.0,Fall 2022
696,696,uci,27,3.5,1,Ivan Jeliazkov,faculty,,Associate Professor,True,1.0,Fall 2022
697,697,uci,27,3.5,1,Stephan Mandt,faculty,,Assistant Professor,True,1.0,Fall 2022
698,698,uci,27,3.5,1,Padhraic Smyth,faculty,,Chancellor’s Professor,True,1.0,Fall 2022
699,699,uci,27,3.5,1,Erik Sudderth,faculty,,Professor,True,1.0,Fall 2022
700,700,uci,27,3.5,1,Joachim Vandekerckhove,faculty,,Associate Professor,True,1.0,Fall 2022
701,701,uci,27,3.5,1,David Armstrong,faculty,,Lecturer,False,1.0,Fall 2022
702,702,uci,27,3.5,1,Brigitte Baldi,faculty,,Lecturer,False,0.0,Fall 2022
703,703,uci,27,3.5,1,Koko Gulesserian,faculty,,"Lecturer, UCI Department of Statistics",False,0.0,Fall 2022
704,704,uci,27,3.5,1,Lee Kucera,faculty,,Lecturer,False,1.0,Fall 2022
705,705,ucla,19,3.9,1,Akram Almohalwas,faculty,,Continuing Lecturer,False,1.0,Fall 2022
706,706,ucla,19,3.9,1,Arash Amini,faculty,,Associate Professor,True,1.0,Fall 2022
707,707,ucla,19,3.9,1,Ariana Anderson,faculty,,Assistant Professor,True,0.0,Fall 2022
708,708,ucla,19,3.9,1,Onyebuchi Arah,faculty,,Professor,True,1.0,Fall 2022
709,709,ucla,19,3.9,1,Sudipto Banerjee,faculty,,Professor,True,1.0,Fall 2022
710,710,ucla,19,3.9,1,Peter Bentler,faculty,1.0,Distinguished Professor Emeritus,False,1.0,Fall 2022
711,711,ucla,19,3.9,1,Richard Berk,faculty,1.0,Distinguished Professor Emeritus,False,1.0,Fall 2022
712,712,ucla,19,3.9,1,Graeme Blair,faculty,,Associate Professor,True,1.0,Fall 2022
713,713,ucla,19,3.9,1,Jennie Brand,faculty,,Professor,True,0.0,Fall 2022
714,714,ucla,19,3.9,1,Li Cai,faculty,,Professor,True,0.0,Fall 2022
715,715,ucla,19,3.9,1,Maria Cha,faculty,,Lecturer,False,0.0,Fall 2022
716,716,ucla,19,3.9,1,Miles Chen,faculty,,Continuing Lecturer,False,1.0,Fall 2022
717,717,ucla,19,3.9,1,Guang Cheng,faculty,,Professor,True,1.0,Fall 2022
718,718,ucla,19,3.9,1,Nicolas Christou,faculty,,Senior Continuing Lecturer,False,1.0,Fall 2022
719,719,ucla,19,3.9,1,William Clark,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
720,720,ucla,19,3.9,1,Susan Cochran,faculty,,Professor,True,0.0,Fall 2022
721,721,ucla,19,3.9,1,Dorota Dabrowska,faculty,0.0,Professor Emerita,False,0.0,Fall 2022
722,722,ucla,19,3.9,1,Xiaowu Dai,faculty,,Assistant Professor,True,1.0,Fall 2022
723,723,ucla,19,3.9,1,Jan de Leeuw,faculty,1.0,Distinguished Professor Emeritus,False,1.0,Fall 2022
724,724,ucla,19,3.9,1,Ivo Dinov,faculty,,Associate Adjunct Professor,False,1.0,Fall 2022
725,725,ucla,19,3.9,1,Rebecca Emigh,faculty,,Professor,True,0.0,Fall 2022
726,726,ucla,19,3.9,1,Mahtash Esfandiari,faculty,,Senior Continuing Lecturer,False,0.0,Fall 2022
727,727,ucla,19,3.9,1,Thomas Ferguson,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
728,728,ucla,19,3.9,1,Alyson Fletcher,faculty,,Associate Professor,True,0.0,Fall 2022
729,729,ucla,19,3.9,1,Tao Gao,faculty,,Assistant Professor,True,1.0,Fall 2022
730,730,ucla,19,3.9,1,Robert Gould,faculty,,Senior Lecturer SOE and Undergraduate Vice Chair,False,1.0,Fall 2022
731,731,ucla,19,3.9,1,Sander Greenland,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
732,732,ucla,19,3.9,1,Mark Handcock,faculty,,Professor & Graduate Vice Chair,True,1.0,Fall 2022
733,733,ucla,19,3.9,1,Chad Hazlett,faculty,,Associate Professor,True,1.0,Fall 2022
734,734,ucla,19,3.9,1,Robert Jennrich,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
735,735,ucla,19,3.9,1,Jungseock Joo,faculty,,Assistant Professor,True,None,Fall 2022
736,736,ucla,19,3.9,1,Dale Kim,faculty,,Assistant Adjunct Professor,False,1.0,Fall 2022
737,737,ucla,19,3.9,1,Christina Kitchen,faculty,,Professor,True,0.0,Fall 2022
738,738,ucla,19,3.9,1,Kenneth Lange,faculty,,Professor,True,1.0,Fall 2022
739,739,ucla,19,3.9,1,Edward Leamer,faculty,,Professor,True,1.0,Fall 2022
740,740,ucla,19,3.9,1,Vivian Lew,faculty,,Senior Continuing Lecturer,False,0.0,Fall 2022
741,741,ucla,19,3.9,1,Jingyi Li,faculty,,Professor,True,0.0,Fall 2022
742,742,ucla,19,3.9,1,Ker-chau Li,faculty,,Distinguished Professor,True,None,Fall 2022
743,743,ucla,19,3.9,1,Hongjing Lu,faculty,,Professor,True,0.0,Fall 2022
744,744,ucla,19,3.9,1,Oscar Madrid Padilla,faculty,,Assistant Professor,True,1.0,Fall 2022
745,745,ucla,19,3.9,1,Robert Mare,faculty,1.0,Distinguished Professor Emeritus,False,1.0,Fall 2022
746,746,ucla,19,3.9,1,William Mason,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
747,747,ucla,19,3.9,1,Kevin McCardle,faculty,,Professor,True,1.0,Fall 2022
748,748,ucla,19,3.9,1,Karen McKinnon,faculty,,Assistant Professor,True,0.0,Fall 2022
749,749,ucla,19,3.9,1,Bengt Methuen,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
750,750,ucla,19,3.9,1,George Michailidis,faculty,,Professor,True,1.0,Fall 2022
751,751,ucla,19,3.9,1,Guido Montufar,faculty,,Associate Professor,True,1.0,Fall 2022
752,752,ucla,19,3.9,1,Katharine Mullen,faculty,,Assistant Adjunct Professor,False,0.0,Fall 2022
753,753,ucla,19,3.9,1,Collins Odhiambo,faculty,,Assistant Adjunct Professor,False,1.0,Fall 2022
754,754,ucla,19,3.9,1,Christina Palmer,faculty,,Professor,True,0.0,Fall 2022
755,755,ucla,19,3.9,1,Judea Pearl,faculty,1.0,Professor Emeritus,False,0.0,Fall 2022
756,756,ucla,19,3.9,1,Sidney Port,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
757,757,ucla,19,3.9,1,Theodore Porter,faculty,,Distinguished Professor,True,1.0,Fall 2022
758,758,ucla,19,3.9,1,Dwight Read,faculty,1.0,Distinguished Professor Emeritus,False,1.0,Fall 2022
759,759,ucla,19,3.9,1,Janice Reiff,faculty,,Professor,True,0.0,Fall 2022
760,760,ucla,19,3.9,1,David Rigby,faculty,,Professor,True,1.0,Fall 2022
761,761,ucla,19,3.9,1,Juana Sanchez,faculty,,Senior Continuing Lecturer,False,0.0,Fall 2022
762,762,ucla,19,3.9,1,Rick Schoenberg,faculty,,Professor & Director of MAS Program,True,1.0,Fall 2022
763,763,ucla,19,3.9,1,Michael Shin,faculty,,Professor,True,1.0,Fall 2022
764,764,ucla,19,3.9,1,Janet Sinsheimer,faculty,,Professor,True,0.0,Fall 2022
765,765,ucla,19,3.9,1,Harsimran Somal,faculty,,Lecturer,False,1.0,Fall 2022
766,766,ucla,19,3.9,1,Catherine Sugar,faculty,,Professor,True,0.0,Fall 2022
767,767,ucla,19,3.9,1,Michael Tsiang,faculty,,Lecturer,False,1.0,Fall 2022
768,768,ucla,19,3.9,1,Bingling Wang,faculty,,Lecturer,False,0.0,Fall 2022
769,769,ucla,19,3.9,1,Guani Wu,faculty,,Lecturer,False,1.0,Fall 2022
770,770,ucla,19,3.9,1,Ying Wu,faculty,,Professor,True,0.0,Fall 2022
771,771,ucla,19,3.9,1,Hongquan Xu,faculty,,Professor & Chair,True,1.0,Fall 2022
772,772,ucla,19,3.9,1,Shirong Xu,faculty,,Assistant Adjunct Professor,False,1.0,Fall 2022
773,773,ucla,19,3.9,1,Donald Ylvisaker,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
774,774,ucla,19,3.9,1,Linda Zanontian,faculty,,Lecturer,False,0.0,Fall 2022
775,775,ucla,19,3.9,1,Qing Zhou,faculty,,Professor,True,0.0,Fall 2022
776,776,ucla,19,3.9,1,Song-chun Zhu,faculty,,Professor,True,None,Fall 2022
777,777,ucla,19,3.9,1,Dave Zes,faculty,,Lecturer,False,1.0,Fall 2022
778,778,texas_am,13,4.0,1,Mohamed Aburweis,faculty,,Instructional Assistant Professor,True,1.0,Fall 2022
779,779,texas_am,13,4.0,1,Derya Akleman,faculty,,Director of Masters Program  Instructional Professor,True,0.0,Fall 2022
780,780,texas_am,13,4.0,1,Jesús daniel Arroyo relión,faculty,,Assistant Professor,True,1.0,Fall 2022
781,781,texas_am,13,4.0,1,Veera Baladandayuthapani,faculty,,Associate Professor,True,0.0,Fall 2022
782,782,texas_am,13,4.0,1,Anirban Bhattacharya,faculty,,Full Professor,True,1.0,Fall 2022
783,783,texas_am,13,4.0,1,Kendra Brown mhoon,faculty,,Associate Professor,True,0.0,Fall 2022
784,784,texas_am,13,4.0,1,Scott Bruce,faculty,,Assistant Professor,True,1.0,Fall 2022
785,785,texas_am,13,4.0,1,James Calvin,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
786,786,texas_am,13,4.0,1,Raymond Carroll,faculty,,Distinguished Professor,True,1.0,Fall 2022
787,787,texas_am,13,4.0,1,Abhishek Chakrabortty,faculty,,Assistant Professor,True,1.0,Fall 2022
788,788,texas_am,13,4.0,1,Willa Chen,faculty,,Professor,True,0.0,Fall 2022
789,789,texas_am,13,4.0,1,Daren b.h Cline,faculty,,Professor and Associate Department Head of Operations,True,1.0,Fall 2022
790,790,texas_am,13,4.0,1,Scott Crawford,faculty,,Instructional Associate Professor,True,1.0,Fall 2022
791,791,texas_am,13,4.0,1,Alan Dabney,faculty,,Associate Department Head for Teaching Excellence Associate Professor,True,1.0,Fall 2022
792,792,texas_am,13,4.0,1,Fred Dahm,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
793,793,texas_am,13,4.0,1,"Thy ""tee"" Dao",faculty,,Lecturer,False,0.0,Fall 2022
794,794,texas_am,13,4.0,1,Katherine Ensor,faculty,,Noah Harding Professor of Statistics,True,0.0,Fall 2022
795,795,texas_am,13,4.0,1,Tanya p. Garcia,faculty,,Associate Professor,True,0.0,Fall 2022
796,796,texas_am,13,4.0,1,Irina Gaynanova,faculty,,Associate Professor,True,0.0,Fall 2022
797,797,texas_am,13,4.0,1,Prasenjit Ghosh,faculty,,Instructional Assistant Professor,True,1.0,Fall 2022
798,798,texas_am,13,4.0,1,Sharmistha Guha,faculty,,Assistant Professor,True,0.0,Fall 2022
799,799,texas_am,13,4.0,1,Rajarshi Guhaniyogi,faculty,,Associate Professor,True,1.0,Fall 2022
800,800,texas_am,13,4.0,1,"Seung-yeon ""shawn"" Ha",faculty,,Instructional Assistant Professor,True,0.0,Fall 2022
801,801,texas_am,13,4.0,1,Trevor Harris,faculty,,Assistant Professor,True,1.0,Fall 2022
802,802,texas_am,13,4.0,1,Jeffrey Hart,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
803,803,texas_am,13,4.0,1,Keith Hatfield,faculty,,Instructional Assistant Professor,True,1.0,Fall 2022
804,804,texas_am,13,4.0,1,Kejun He,faculty,,Assistant Professor,True,1.0,Fall 2022
805,805,texas_am,13,4.0,1,Shiyuan He,faculty,,Assistant Professor,True,1.0,Fall 2022
806,806,texas_am,13,4.0,1,Irma Hernandez-magallanes,faculty,,Instructional Assistant Professor,True,0.0,Fall 2022
807,807,texas_am,13,4.0,1,Ronald Hocking,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
808,808,texas_am,13,4.0,1,Darren Homrighausen,faculty,,Instructional Associate Professor,True,1.0,Fall 2022
809,809,texas_am,13,4.0,1,Valen Johnson,faculty,,Distinguished Professor,True,1.0,Fall 2022
810,810,texas_am,13,4.0,1,Mikyoung Jun,faculty,,Professor,True,0.0,Fall 2022
811,811,texas_am,13,4.0,1,Moumita Karmakar,faculty,,Instructional Assistant Professor,True,0.0,Fall 2022
812,812,texas_am,13,4.0,1,Matthias Katzfuss,faculty,,Professor,True,1.0,Fall 2022
813,813,texas_am,13,4.0,1,Elizabeth Kolodziej,faculty,,Instructional Assistant Professor,True,0.0,Fall 2022
814,814,texas_am,13,4.0,1,Nilanjana Laha,faculty,,Assistant Professor,True,0.0,Fall 2022
815,815,texas_am,13,4.0,1,Hwa chi Liang,faculty,,Instructional Assistant Professor,True,0.0,Fall 2022
816,816,texas_am,13,4.0,1,Michael Longnecker,faculty,1.0,George Mitchell Chair in Statistics Senior Professor Professor Emeritus,False,1.0,Fall 2022
817,817,texas_am,13,4.0,1,Bani Mallick,faculty,,Distinguished Professor,True,0.0,Fall 2022
818,818,texas_am,13,4.0,1,James Matis,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
819,819,texas_am,13,4.0,1,Ursula uschi Müller-harknett,faculty,0.0,Professor Emerita,False,0.0,Fall 2022
820,820,texas_am,13,4.0,1,Joseph Newton,faculty,,Senior Professor,True,1.0,Fall 2022
821,821,texas_am,13,4.0,1,Yang Ni,faculty,,Assistant Professor,True,1.0,Fall 2022
822,822,texas_am,13,4.0,1,"Ning ""patricia"" Ning",faculty,,Assistant Professor,True,0.0,Fall 2022
823,823,texas_am,13,4.0,1,Debdeep Pati,faculty,,Director of PhD Program and Full Professor,True,1.0,Fall 2022
824,824,texas_am,13,4.0,1,Mohsen Pourahmadi,faculty,,Professor,True,1.0,Fall 2022
825,825,texas_am,13,4.0,1,Larry Ringer,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
826,826,texas_am,13,4.0,1,David Ruppert,faculty,,Andrew Schultz Jr. Professor of Engineering Professor of Operations Research and Industrial Engineering,True,1.0,Fall 2022
827,827,texas_am,13,4.0,1,Huiyan Sang,faculty,,Director of Undergraduate Program  Professor,True,0.0,Fall 2022
828,828,texas_am,13,4.0,1,Toryn Schafer,faculty,,Assistant Professor,True,1.0,Fall 2022
829,829,texas_am,13,4.0,1,Henrik Schmiediche,faculty,1.0,Instructional Professor Emeritus,False,1.0,Fall 2022
830,830,texas_am,13,4.0,1,Samiran Sinha,faculty,,Professor,True,1.0,Fall 2022
831,831,texas_am,13,4.0,1,William Smith,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
832,832,texas_am,13,4.0,1,Michael Speed,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
833,833,texas_am,13,4.0,1,Suhasini Subba rao,faculty,,Professor,True,0.0,Fall 2022
834,834,texas_am,13,4.0,1,Ellen Toby,faculty,0.0,Senior Lecturer Emerita,False,0.0,Fall 2022
835,835,texas_am,13,4.0,1,Rui Tuo,faculty,,Assistant Professor College of Engineering,True,1.0,Fall 2022
836,836,texas_am,13,4.0,1,Brani Vidakovic,faculty,,Professor & Department Head,True,1.0,Fall 2022
837,837,texas_am,13,4.0,1,Runmin Wang,faculty,,Assistant Professor,True,1.0,Fall 2022
838,838,texas_am,13,4.0,1,Suojin Wang,faculty,,Professor,True,None,Fall 2022
839,839,texas_am,13,4.0,1,Wenyi Wang,faculty,,Assistant Professor,True,0.0,Fall 2022
840,840,texas_am,13,4.0,1,Thomas Wehrly,faculty,1.0,Emeritus Professor,False,1.0,Fall 2022
841,841,texas_am,13,4.0,1,Raymond ka wai Wong,faculty,,Associate Professor,True,1.0,Fall 2022
842,842,texas_am,13,4.0,1,Xianyang Zhang,faculty,,Associate Professor,True,1.0,Fall 2022
843,843,texas_am,13,4.0,1,Hongwei Zhao,faculty,,Professor,True,1.0,Fall 2022
844,844,texas_am,13,4.0,1,Lan Zhou,faculty,,Associate Professor,True,0.0,Fall 2022
845,845,texas_am,13,4.0,1,Quan Zhou,faculty,,Assistant Professor,True,1.0,Fall 2022
846,846,uiuc,22,3.8,1,Sabyasachi Chatterjee,faculty,,Assistant Professor,True,1.0,Fall 2022
847,847,uiuc,22,3.8,1,Xiaohui Chen,faculty,,Associate Professor,True,0.0,Fall 2022
848,848,uiuc,22,3.8,1,Yuguo Chen,faculty,,"Director of Consulting, Professor",True,1.0,Fall 2022
849,849,uiuc,22,3.8,1,Alexandra Chronopoulou,faculty,,Clinical Associate Professor,False,0.0,Fall 2022
850,850,uiuc,22,3.8,1,Steven Andrew Culpepper,faculty,,Data Science Founder Professorial ScholarProfessor,True,1.0,Fall 2022
851,851,uiuc,22,3.8,1,David Dalpiaz,faculty,,Teaching Assistant Professor,True,1.0,Fall 2022
852,852,uiuc,22,3.8,1,Julie Deeke,faculty,,Teaching Assistant Professor,True,0.0,Fall 2022
853,853,uiuc,22,3.8,1,Jeffrey A Douglas,faculty,,"Acting Chair, Professor",True,1.0,Fall 2022
854,854,uiuc,22,3.8,1,Daniel J Eck,faculty,,Assistant Professor,True,1.0,Fall 2022
855,855,uiuc,22,3.8,1,Dirk Eddelbuettel,faculty,,Clinical Professor,False,1.0,Fall 2022
856,856,uiuc,22,3.8,1,Tori Ellison,faculty,,Teaching Assistant Professor,True,0.0,Fall 2022
857,857,uiuc,22,3.8,1,Georgios Fellouris,faculty,,Associate Professor,True,1.0,Fall 2022
858,858,uiuc,22,3.8,1,Kelly Findley,faculty,,Teaching Assistant Professor,True,0.0,Fall 2022
859,859,uiuc,22,3.8,1,Karle Flanagan,faculty,,Senior Instructor,False,1.0,Fall 2022
860,860,uiuc,22,3.8,1,Darren Glosemeyer,faculty,,"MS Program Director, Senior Instructor",False,1.0,Fall 2022
861,861,uiuc,22,3.8,1,Christopher Leron Kinson,faculty,,Teaching Assistant Professor,True,1.0,Fall 2022
862,862,uiuc,22,3.8,1,Hyoeun Lee,faculty,,Clinical Assistant Professor,False,0.0,Fall 2022
863,863,uiuc,22,3.8,1,Bo Li,faculty,,ProfessorChair (on sabbatical in Fall of 2022),True,1.0,Fall 2022
864,864,uiuc,22,3.8,1,Xinran Li,faculty,,Assistant Professor,True,0.0,Fall 2022
865,865,uiuc,22,3.8,1,Feng Liang,faculty,,Professor,True,1.0,Fall 2022
866,866,uiuc,22,3.8,1,Jingbo Liu,faculty,,Assistant Professor,True,1.0,Fall 2022
867,867,uiuc,22,3.8,1,Pamela Martinez,faculty,,Assistant Professor,True,0.0,Fall 2022
868,868,uiuc,22,3.8,1,Naveen Naidu Narisetty,faculty,,Associate Professor,True,1.0,Fall 2022
869,869,uiuc,22,3.8,1,Trevor H Park,faculty,,Clinical Associate Professor,False,1.0,Fall 2022
870,870,uiuc,22,3.8,1,Xiaofeng Shao,faculty,,"PhD Program Director, Professor",True,1.0,Fall 2022
871,871,uiuc,22,3.8,1,Douglas G Simpson,faculty,,Professor,True,1.0,Fall 2022
872,872,uiuc,22,3.8,1,Alexey G Stepanov,faculty,,Senior Lecturer,False,1.0,Fall 2022
873,873,uiuc,22,3.8,1,David Unger,faculty,,"Undergraduate Program Director, Senior Instructor",False,1.0,Fall 2022
874,874,uiuc,22,3.8,1,Michelle Y. Wang,faculty,,Associate Professor - Joint with Psychology,True,0.0,Fall 2022
875,875,uiuc,22,3.8,1,Shulei Wang,faculty,,Assistant Professor,True,0.0,Fall 2022
876,876,uiuc,22,3.8,1,Yun Yang,faculty,,Associate Professor,True,0.0,Fall 2022
877,877,uiuc,22,3.8,1,Albert Yu,faculty,,Instructor,False,1.0,Fall 2022
878,878,uiuc,22,3.8,1,Susu Zhang,faculty,,Assistant Professor,True,0.0,Fall 2022
879,879,uiuc,22,3.8,1,Sihai Dave Zhao,faculty,,Associate Professor,True,1.0,Fall 2022
880,880,uiuc,22,3.8,1,Ruoqing Zhu,faculty,,Associate Professor,True,0.0,Fall 2022
881,881,uiuc,22,3.8,1,Anil K. Bera,faculty,,Professor,True,1.0,Fall 2022
882,882,uiuc,22,3.8,1,Jake Bowers,faculty,,Associate Professor,True,1.0,Fall 2022
883,883,uiuc,22,3.8,1,Wendy K Tam Cho,faculty,,Professor,True,0.0,Fall 2022
884,884,uiuc,22,3.8,1,Wade A Fagen-Ulmschneider,faculty,,Teaching Associate Professor,True,1.0,Fall 2022
885,885,uiuc,22,3.8,1,Runhuan Feng,faculty,,Professor,True,1.0,Fall 2022
886,886,uiuc,22,3.8,1,Ellen Fireman,faculty,,Retired,False,0.0,Fall 2022
887,887,uiuc,22,3.8,1,Lyndsay Shand,faculty,,Adjunct Clinical Assistant Professor,False,0.0,Fall 2022
888,888,uiuc,22,3.8,1,Derek Tucker,faculty,,Adjunct Clinical Associate Professor,False,1.0,Fall 2022
889,889,uiuc,22,3.8,1,John I Marden,faculty,,Professor Emeritus,False,1.0,Fall 2022
890,890,uiuc,22,3.8,1,Adam T Martinsek,faculty,,Professor Emeritus,False,1.0,Fall 2022
891,891,uiuc,22,3.8,1,Ditlev Monrad,faculty,,Associate Professor Emeritus,False,1.0,Fall 2022
892,892,uiuc,22,3.8,1,Stephen Portnoy,faculty,,Professor Emeritus,False,1.0,Fall 2022
893,893,uiuc,22,3.8,1,William F Stout,faculty,,Professor Emeritus,False,1.0,Fall 2022
894,894,unc,11,4.1,1,Oluremi Abayomi,faculty,,Teaching Assistant Professor,True,0.0,Fall 2022
895,895,unc,11,4.1,1,Sayan Banerjee,faculty,,Associate Professor,True,1.0,Fall 2022
896,896,unc,11,4.1,1,Amarjit Budhiraja,faculty,,Professor,True,1.0,Fall 2022
897,897,unc,11,4.1,1,Charles Dunn,faculty,,Teaching Assistant Professor,True,1.0,Fall 2022
898,898,unc,11,4.1,1,Mario Giacomazzo,faculty,,Teaching Assistant Professor,True,1.0,Fall 2022
899,899,unc,11,4.1,1,Zoe Huang,faculty,,Assistant Professor,True,0.0,Fall 2022
900,900,unc,11,4.1,1,Vidyadhar Kulkarni,faculty,,Professor,True,1.0,Fall 2022
901,901,unc,11,4.1,1,Yao Li,faculty,,Assistant Professor,True,1.0,Fall 2022
902,902,unc,11,4.1,1,Steve Marron,faculty,,Distinguished Professor,True,1.0,Fall 2022
903,903,unc,11,4.1,1,Andrew Nobel,faculty,,Distinguished Professor,True,1.0,Fall 2022
904,904,unc,11,4.1,1,Mariana Olvera-cravioto,faculty,,Associate Professor,True,0.0,Fall 2022
905,905,unc,11,4.1,1,Vladas Pipiras,faculty,,Professor,True,1.0,Fall 2022
906,906,unc,11,4.1,1,Quoc Tran-dinh,faculty,,Associate Professor,True,1.0,Fall 2022
907,907,unc,11,4.1,1,Zhengwu Zhang,faculty,,Assistant Professor,True,1.0,Fall 2022
908,908,unc,11,4.1,1,Nilay tanık Argon,faculty,,Professor,True,0.0,Fall 2022
909,909,unc,11,4.1,1,Shankar Bhamidi,faculty,,Professor,True,1.0,Fall 2022
910,910,unc,11,4.1,1,Guanting Chen,faculty,,Assistant Professor,True,1.0,Fall 2022
911,911,unc,11,4.1,1,Nicolas Fraiman,faculty,,Assistant Professor,True,1.0,Fall 2022
912,912,unc,11,4.1,1,Jan Hannig,faculty,,Professor,True,1.0,Fall 2022
913,913,unc,11,4.1,1,Chuanshu Ji,faculty,,Associate Professor,True,None,Fall 2022
914,914,unc,11,4.1,1,William Lassiter,faculty,,Teaching Assistant Professor,True,1.0,Fall 2022
915,915,unc,11,4.1,1,Yufeng Liu,faculty,,Professor,True,1.0,Fall 2022
916,916,unc,11,4.1,1,Jeffrey Mclean,faculty,,Teaching Associate Professor,True,1.0,Fall 2022
917,917,unc,11,4.1,1,Michael O'neill,faculty,,Assistant Professor,True,1.0,Fall 2022
918,918,unc,11,4.1,1,Gabor Pataki,faculty,,Professor,True,1.0,Fall 2022
919,919,unc,11,4.1,1,Richard Smith,faculty,,Distinguished Professor,True,1.0,Fall 2022
920,920,unc,11,4.1,1,Kai Zhang,faculty,,Associate Professor,True,1.0,Fall 2022
921,921,unc,11,4.1,1,Serhan Ziya,faculty,,Professor,True,1.0,Fall 2022
922,922,unc,11,4.1,1,David Banks,faculty,,Adjunct Professor,False,1.0,Fall 2022
923,923,unc,11,4.1,1,Rick Kelly,faculty,,Adjunct Professor,False,1.0,Fall 2022
924,924,unc,11,4.1,1,Guorong Wu,faculty,,Adjunct Professor,False,1.0,Fall 2022
925,925,unc,11,4.1,1,Perry Haaland,faculty,,Adjunct Professor,False,1.0,Fall 2022
926,926,unc,11,4.1,1,Peter Mucha,faculty,,Adjunct Professor,False,1.0,Fall 2022
927,927,unc,11,4.1,1,Hongtu Zhu,faculty,,Adjunct Professor,False,1.0,Fall 2022
928,928,unc,11,4.1,1,Joseph Ibrahim,faculty,,Alumni Distinguished Professor,True,1.0,Fall 2022
929,929,unc,11,4.1,1,Jayashankar Swaminathan,faculty,,GlaxoSmithKline Distinguished Professor of Operations,True,1.0,Fall 2022
930,930,unc,11,4.1,1,Michael Kosorok,faculty,,"W.R. Kenan, Jr., Distinguished Professor",True,1.0,Fall 2022
931,931,unc,11,4.1,1,George Fishman,faculty,,Emeritus Faculty,False,1.0,Fall 2022
932,932,unc,11,4.1,1,Douglas Kelly,faculty,,Emeritus Faculty,False,1.0,Fall 2022
933,933,unc,11,4.1,1,Scott Provan,faculty,,Emeritus Faculty,False,1.0,Fall 2022
934,934,unc,11,4.1,1,David Rubin,faculty,,Emeritus Faculty,False,1.0,Fall 2022
935,935,unc,11,4.1,1,Gordon Simons,faculty,,Emeritus Faculty,False,1.0,Fall 2022
936,936,unc,11,4.1,1,"Shaler Stidham, Jr.",faculty,,Emeritus Faculty,False,0.0,Fall 2022
937,937,unc,11,4.1,1,Jon Tolle,faculty,,Emeritus Faculty,False,1.0,Fall 2022
938,938,washington,7,4.3,1,Prince Allotey,faculty,,Assistant Teaching Professor,True,1.0,Fall 2022
939,939,washington,7,4.3,1,Fred L Bookstein,faculty,,Emeritus,False,1.0,Fall 2022
940,940,washington,7,4.3,1,William Brown,faculty,,Part-Time Lecturer,False,1.0,Fall 2022
941,941,washington,7,4.3,1,Tamre Cardoso,faculty,,Part-Time Lecturer,False,0.0,Fall 2022
942,942,washington,7,4.3,1,Yen-chi Chen,faculty,,Assistant Professor,True,0.0,Fall 2022
943,943,washington,7,4.3,1,Carlos Cinelli,faculty,,Assistant Professor,True,1.0,Fall 2022
944,944,washington,7,4.3,1,Adrian Dobra,faculty,,Professor,True,1.0,Fall 2022
