,Unnamed: 0,school,rank,school_score,public,name,role,male,title,tenure_track,pred,semester_scraped
0,0,berkeley,2,4.8,1,Ani Adhikari,faculty,,Teaching Professor,True,0.0,Fall 2022
1,1,berkeley,2,4.8,1,David Aldous,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
2,2,berkeley,2,4.8,1,Peter Bartlett,faculty,,Professor,True,1.0,Fall 2022
3,3,berkeley,2,4.8,1,Thomas Bengtsson,faculty,,Capstone Lecturer,False,1.0,Fall 2022
4,4,berkeley,2,4.8,1,Peter Bickel,faculty,1.0,Professor Emeritus and Professor of the Graduate School,False,1.0,Fall 2022
5,5,berkeley,2,4.8,1,Andrew Bray,faculty,,Associate Teaching Professor,True,1.0,Fall 2022
6,6,berkeley,2,4.8,1,Ben Brown,faculty,,Assistant Adjunct Professor,False,1.0,Fall 2022
7,7,berkeley,2,4.8,1,Jennifer Chayes,faculty,,"Professor and Associate Provost and Dean, Division of Computing, Data Science, and Society",True,0.0,Fall 2022
8,8,berkeley,2,4.8,1,Peng Ding,faculty,,Associate Professor,True,1.0,Fall 2022
9,9,berkeley,2,4.8,1,Sandrine Dudoit,faculty,,Professor,True,0.0,Fall 2022
10,10,berkeley,2,4.8,1,Steven Evans,faculty,,Distinguished Professor,True,1.0,Fall 2022
11,11,berkeley,2,4.8,1,Avi Feller,faculty,,Associate Professor,True,1.0,Fall 2022
12,12,berkeley,2,4.8,1,Will Fithian,faculty,,Associate Professor,True,1.0,Fall 2022
13,13,berkeley,2,4.8,1,Shirshendu Ganguly,faculty,,Associate Professor,True,1.0,Fall 2022
14,14,berkeley,2,4.8,1,Vadim Gorin,faculty,,Associate Professor,True,1.0,Fall 2022
15,15,berkeley,2,4.8,1,Adityanand Guntuboyina,faculty,,Associate Professor,True,None,Fall 2022
16,16,berkeley,2,4.8,1,Alan Hammond,faculty,,Professor,True,1.0,Fall 2022
17,17,berkeley,2,4.8,1,Erin Hartman,faculty,,Assistant Professor,True,0.0,Fall 2022
18,18,berkeley,2,4.8,1,Johnny Hong,faculty,,Lecturer,False,1.0,Fall 2022
19,19,berkeley,2,4.8,1,Giles Hooker,faculty,,Professor and Deputy Chair,True,1.0,Fall 2022
20,20,berkeley,2,4.8,1,Haiyan Huang,faculty,,Professor and Chair,True,0.0,Fall 2022
21,21,berkeley,2,4.8,1,Fletcher Hank Ibser,faculty,,Continuing Lecturer,False,1.0,Fall 2022
22,22,berkeley,2,4.8,1,Eaman Jahani,faculty,,RTG Postdoctoral Scholar and Lecturer,False,1.0,Fall 2022
23,23,berkeley,2,4.8,1,Nicholas P. Jewell,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
24,24,berkeley,2,4.8,1,Jiantao Jiao,faculty,,Assistant Professor,True,1.0,Fall 2022
25,25,berkeley,2,4.8,1,Michael Jordan,faculty,,Distinguished Professor,True,1.0,Fall 2022
26,26,berkeley,2,4.8,1,Adam Lucas,faculty,,Continuing Lecturer,False,1.0,Fall 2022
27,27,berkeley,2,4.8,1,Michael Mahoney,faculty,,Associate Adjunct Professor,False,1.0,Fall 2022
28,28,berkeley,2,4.8,1,Jon McAuliffe,faculty,,Adjunct Professor,False,1.0,Fall 2022
29,29,berkeley,2,4.8,1,Song Mei,faculty,,Assistant Professor,True,1.0,Fall 2022
30,30,berkeley,2,4.8,1,Rasmus Nielsen,faculty,,Professor,True,1.0,Fall 2022
31,31,berkeley,2,4.8,1,Deborah Nolan,faculty,0.0,Professor Emerita,False,0.0,Fall 2022
32,32,berkeley,2,4.8,1,Christopher Paciorek,faculty,,Adjunct Professor,False,1.0,Fall 2022
33,33,berkeley,2,4.8,1,Fernando Pérez,faculty,,Associate Professor,True,1.0,Fall 2022
34,34,berkeley,2,4.8,1,Sam Pimentel,faculty,,Assistant Professor,True,1.0,Fall 2022
35,35,berkeley,2,4.8,1,Jim Pitman,faculty,1.0,Professor Emeritus and Professor of the Graduate School,False,1.0,Fall 2022
36,36,berkeley,2,4.8,1,Libor Pospisil,faculty,,Capstone Lecturer,False,1.0,Fall 2022
37,37,berkeley,2,4.8,1,Elizabeth Purdom,faculty,,Associate Professor,True,0.0,Fall 2022
38,38,berkeley,2,4.8,1,Gaston Sanchez,faculty,,Continuing Lecturer,False,1.0,Fall 2022
39,39,berkeley,2,4.8,1,Jeremy Eli Sanchez,faculty,,Lecturer,False,1.0,Fall 2022
40,40,berkeley,2,4.8,1,Alistair Sinclair,faculty,,Professor,True,1.0,Fall 2022
41,41,berkeley,2,4.8,1,Yun S. Song,faculty,,Professor,True,0.0,Fall 2022
42,42,berkeley,2,4.8,1,Philip B. Stark,faculty,,Distinguished Professor,True,1.0,Fall 2022
43,43,berkeley,2,4.8,1,Jacob Steinhardt,faculty,,Assistant Professor,True,1.0,Fall 2022
44,44,berkeley,2,4.8,1,Shobhana Murali Stoyanov,faculty,,Continuing Lecturer,False,0.0,Fall 2022
45,45,berkeley,2,4.8,1,Bernd Sturmfels,faculty,,Professor,True,1.0,Fall 2022
46,46,berkeley,2,4.8,1,Ryan Tibshirani,faculty,,Professor,True,1.0,Fall 2022
47,47,berkeley,2,4.8,1,Mark van der Laan,faculty,,Distinguished Professor,True,1.0,Fall 2022
48,48,berkeley,2,4.8,1,Ken Wachter,faculty,1.0,Professor Emeritus,False,1.0,Fall 2022
49,49,berkeley,2,4.8,1,Martin Wainwright,faculty,,Professor,True,1.0,Fall 2022
50,50,berkeley,2,4.8,1,Bin Yu,faculty,,Distinguished Professor,True,1.0,Fall 2022
51,51,berkeley,2,4.8,1,Nikita Zhivotovskiy,faculty,,Assistant Professor,True,0.0,Fall 2022
52,52,chicago,3,4.6,0,Matthew Stephens,faculty,,"Department Chair, Statistics",True,1.0,Fall 2022
53,53,chicago,3,4.6,0,Yali Amit,faculty,,Professor,True,0.0,Fall 2022
54,54,chicago,3,4.6,0,Mihai Anitescu,faculty,,Professor (Part-Time),True,1.0,Fall 2022
55,55,chicago,3,4.6,0,Eric Baer,faculty,,Assistant Senior Instructional Professor,True,1.0,Fall 2022
56,56,chicago,3,4.6,0,Guillaume Bal,faculty,,Professor,True,1.0,Fall 2022
57,57,chicago,3,4.6,0,Rina Foygel Barber,faculty,,Louis Block Professor,True,0.0,Fall 2022
58,58,chicago,3,4.6,0,David Biron,faculty,,Assistant Senior Instructional Professor,True,1.0,Fall 2022
59,59,chicago,3,4.6,0,Kendra Burbank,faculty,,Associate Instructional Professor,True,0.0,Fall 2022
60,60,chicago,3,4.6,0,Brent Doiron,faculty,,Heinrich Kluver Professor,True,1.0,Fall 2022
61,61,chicago,3,4.6,0,Claire Donnat,faculty,,Assistant Professor,True,0.0,Fall 2022
62,62,chicago,3,4.6,0,Chao Gao,faculty,,Assistant Professor,True,1.0,Fall 2022
63,63,chicago,3,4.6,0,Lars Peter Hansen,faculty,,David Rockefeller Distinguished Service Professor,True,1.0,Fall 2022
64,64,chicago,3,4.6,0,Jeremy Hoskins,faculty,,Assistant Professor,True,1.0,Fall 2022
65,65,chicago,3,4.6,0,Yibi Huang,faculty,,Associate Instructional Professor,True,0.0,Fall 2022
66,66,chicago,3,4.6,0,Yuehaw Khoo,faculty,,Assistant Professor,True,None,Fall 2022
67,67,chicago,3,4.6,0,Alisa Knizel,faculty,,Assistant Professor,True,0.0,Fall 2022
68,68,chicago,3,4.6,0,Risi Kondor,faculty,,Associate Professor,True,1.0,Fall 2022
69,69,chicago,3,4.6,0,Steven P. Lalley,faculty,,Professor Emeritus,False,1.0,Fall 2022
70,70,chicago,3,4.6,0,Gregory F. Lawler,faculty,,George Wells Beadle Distinguished Service Professor,True,1.0,Fall 2022
71,71,chicago,3,4.6,0,Lek-heng Lim,faculty,,Professor,True,None,Fall 2022
72,72,chicago,3,4.6,0,Fei Liu,faculty,,Assistant Instructional Professor,True,1.0,Fall 2022
73,73,chicago,3,4.6,0,Cong Ma,faculty,,Assistant Professor,True,1.0,Fall 2022
74,74,chicago,3,4.6,0,Peter McCullagh,faculty,,John D. MacArthur Distinguished Service Professor Emeritus,False,1.0,Fall 2022
75,75,chicago,3,4.6,0,Mary Sara McPeek,faculty,,Professor,True,0.0,Fall 2022
76,76,chicago,3,4.6,0,Per A. Mykland,faculty,,Robert Maynard Hutchins Distinguished Service Professor,True,1.0,Fall 2022
77,77,chicago,3,4.6,0,Dan Nicolae,faculty,,Professor,True,1.0,Fall 2022
78,78,chicago,3,4.6,0,John Reinitz,faculty,,Professor,True,1.0,Fall 2022
79,79,chicago,3,4.6,0,Daniel Sanz-Alonso,faculty,,Assistant Professor,True,1.0,Fall 2022
80,80,chicago,3,4.6,0,Aaron Schein,faculty,,Assistant Professor,True,1.0,Fall 2022
81,81,chicago,3,4.6,0,Mary Silber,faculty,,Professor,True,0.0,Fall 2022
82,82,chicago,3,4.6,0,Michael L. Stein,faculty,,Ralph and Mary Otis Isham Professor Emeritus,False,1.0,Fall 2022
83,83,chicago,3,4.6,0,Stephen M. Stigler,faculty,,Ernest DeWitt Burton Distinguished Service Professor Emeritus,False,1.0,Fall 2022
84,84,chicago,3,4.6,0,Yi Sun,faculty,,Assistant Professor,True,1.0,Fall 2022
85,85,chicago,3,4.6,0,Ronald A. Thisted,faculty,,Professor Emeritus,False,1.0,Fall 2022
86,86,chicago,3,4.6,0,Victor Veitch,faculty,,Assistant Professor,True,1.0,Fall 2022
87,87,chicago,3,4.6,0,Jingshu Wang,faculty,,Assistant Professor,True,0.0,Fall 2022
88,88,chicago,3,4.6,0,Mei Wang,faculty,,Senior Instructional Professor,True,0.0,Fall 2022
89,89,chicago,3,4.6,0,Michael J. Wichura,faculty,,Associate Professor Emeritus,False,1.0,Fall 2022
90,90,chicago,3,4.6,0,Rebecca Willett,faculty,,Professor,True,0.0,Fall 2022
91,91,chicago,3,4.6,0,Kirk Wolter,faculty,,Professor (Part-Time),True,1.0,Fall 2022
92,92,chicago,3,4.6,0,Wei-biao Wu,faculty,,Professor,True,None,Fall 2022
93,93,cmu,5,4.4,0,Siva Balakrishnan,faculty,,Associate Professor,True,1.0,Fall 2022
94,94,cmu,5,4.4,0,Eli Ben-Michael,faculty,,"Assistant Professor, joint with Heinz College",True,1.0,Fall 2022
95,95,cmu,5,4.4,0,Zach Branson,faculty,,Assistant Teaching Professor,True,1.0,Fall 2022
96,96,cmu,5,4.4,0,Philipp Burckhardt,faculty,,"Special Faculty, Director of e-Learning, Analytics, and Technology",True,1.0,Fall 2022
97,97,cmu,5,4.4,0,Olga Chilina,faculty,,Instructor,False,0.0,Fall 2022
98,98,cmu,5,4.4,0,David Choi,faculty,,Associate Professor of Statistics and Information Systems,True,1.0,Fall 2022
99,99,cmu,5,4.4,0,Alexandra Chouldechova,faculty,,Estella Loomis McCandless Assistant Professor of Statistics and Public Policy,True,0.0,Fall 2022
100,100,cmu,5,4.4,0,Bernie Devlin,faculty,,Professor,True,1.0,Fall 2022
101,101,cmu,5,4.4,0,Rebecca Doerge,faculty,,"Dean, MCS / Professor of Statistics",True,0.0,Fall 2022
102,102,cmu,5,4.4,0,Bill Eddy,faculty,,John C. Warner Professor of Statistics Emeritus,False,1.0,Fall 2022
103,103,cmu,5,4.4,0,Peter Freeman,faculty,,Associate Teaching Professor,True,1.0,Fall 2022
104,104,cmu,5,4.4,0,Max G'Sell,faculty,,Associate Professor,True,1.0,Fall 2022
105,105,cmu,5,4.4,0,Chris Genovese,faculty,,Professor,True,1.0,Fall 2022
106,106,cmu,5,4.4,0,Joel Greenhouse,faculty,,Professor,True,1.0,Fall 2022
107,107,cmu,5,4.4,0,Amelia Haviland,faculty,,Anna Loomis McCandless Professorship of Statistics & Public Policy,True,0.0,Fall 2022
108,108,cmu,5,4.4,0,Jiashun Jin,faculty,,Professor,True,1.0,Fall 2022
109,109,cmu,5,4.4,0,Brian Junker,faculty,,Professor,True,1.0,Fall 2022
110,110,cmu,5,4.4,0,Joseph Kadane,faculty,,"Leonard J. Savage University Professor of Statistics and Social Sciences, Emeritus",False,1.0,Fall 2022
111,111,cmu,5,4.4,0,Robert Kass,faculty,,Maurice Falk Professor of Statistics & Computational Neuroscience,True,1.0,Fall 2022
112,112,cmu,5,4.4,0,Edward Kennedy,faculty,,Associate Professor,True,1.0,Fall 2022
113,113,cmu,5,4.4,0,Spencer Koerner,faculty,,Lecturer - Special Faculty,False,1.0,Fall 2022
114,114,cmu,5,4.4,0,Arun Kumar Kuchibhotla,faculty,,Assistant Professor,True,1.0,Fall 2022
115,115,cmu,5,4.4,0,Mikael Kuusela,faculty,,Assistant Professor,True,1.0,Fall 2022
116,116,cmu,5,4.4,0,Ann Lee,faculty,,"Professor, Co-Director Ph.D. Program",True,0.0,Fall 2022
117,117,cmu,5,4.4,0,John Lehoczky,faculty,,Thomas Lord University Professor of Statistics Emeritus,False,1.0,Fall 2022
118,118,cmu,5,4.4,0,Jing Lei,faculty,,Professor,True,0.0,Fall 2022
119,119,cmu,5,4.4,0,Jamie McGovern,faculty,,"Special Faculty, Director of the Master’s in Statistical Practice Program",False,1.0,Fall 2022
120,120,cmu,5,4.4,0,Robin Mejia,faculty,,Assistant Research Professor,True,1.0,Fall 2022
121,121,cmu,5,4.4,0,Daniel Nagin,faculty,,Teresa and H. John Heinz III Professor of Public Policy,True,1.0,Fall 2022
122,122,cmu,5,4.4,0,Matey Neykov,faculty,,Associate Professor,True,1.0,Fall 2022
123,123,cmu,5,4.4,0,Nynke Niezink,faculty,,Assistant Professor,True,0.0,Fall 2022
124,124,cmu,5,4.4,0,Rebecca Nugent,faculty,,Fienberg Professor of Statistics & Data Science/Dept. Head,True,0.0,Fall 2022
125,125,cmu,5,4.4,0,Aaditya Ramdas,faculty,,Assistant Professor,True,1.0,Fall 2022
126,126,cmu,5,4.4,0,Alex Reinhart,faculty,,Assistant Teaching Professor,True,1.0,Fall 2022
127,127,cmu,5,4.4,0,Alessandro Rinaldo,faculty,,"Professor, Associate Dean of Research, Dietrich College of Humanities & Social Sciences",True,1.0,Fall 2022
128,128,cmu,5,4.4,0,Dan Rodriguez,faculty,,"Special Faculty, Lecturer in Computational Finance",False,1.0,Fall 2022
129,129,cmu,5,4.4,0,Kathryn Roeder,faculty,,UPMC Professor of Statistics and Life Sciences,True,0.0,Fall 2022
130,130,cmu,5,4.4,0,Chad Schafer,faculty,,Professor,True,1.0,Fall 2022
131,131,cmu,5,4.4,0,Mark Schervish,faculty,,Professor Emeritus,False,1.0,Fall 2022
132,132,cmu,5,4.4,0,Teddy Seidenfeld,faculty,,Herbert A. Simon University Professor of Philosophy and Statistics,True,1.0,Fall 2022
133,133,cmu,5,4.4,0,Cosma Shalizi,faculty,,Associate Professor,True,0.0,Fall 2022
134,134,cmu,5,4.4,0,Dalene Stangl,faculty,,Teaching Professor Emeritus,False,0.0,Fall 2022
135,135,cmu,5,4.4,0,William Townes,faculty,,Assistant Professor,True,1.0,Fall 2022
136,136,cmu,5,4.4,0,Valerie Ventura,faculty,,"Professor, Co-Director PhD Program",True,0.0,Fall 2022
137,137,cmu,5,4.4,0,Isabella Verdinelli,faculty,,Professor in Residence,True,0.0,Fall 2022
138,138,cmu,5,4.4,0,Larry Wasserman,faculty,,UPMC University Professor,True,1.0,Fall 2022
139,139,cmu,5,4.4,0,Gordon Weinberg,faculty,,Lecturer - Special Faculty,False,1.0,Fall 2022
140,140,cmu,5,4.4,0,Ron Yurko,faculty,,Assistant Teaching Professor,True,1.0,Fall 2022
141,141,columbia,5,4.4,0,David Blei,faculty,,Professor,True,1.0,Fall 2022
142,142,columbia,5,4.4,0,Richard A. Davis,faculty,,Howard Levene Professor,True,1.0,Fall 2022
143,143,columbia,5,4.4,0,Andrew Gelman,faculty,,Higgins Professor of Statistics,True,1.0,Fall 2022
144,144,columbia,5,4.4,0,Samory Kpotufe,faculty,,Associate Professor,True,1.0,Fall 2022
145,145,columbia,5,4.4,0,Shaw-hwa Lo,faculty,,Professor,True,None,Fall 2022
146,146,columbia,5,4.4,0,Arian Maleki,faculty,,Associate Professor,True,1.0,Fall 2022
147,147,columbia,5,4.4,0,Liam Paninski,faculty,,Professor,True,1.0,Fall 2022
148,148,columbia,5,4.4,0,Daniel Rabinowitz,faculty,,Professor,True,1.0,Fall 2022
149,149,columbia,5,4.4,0,Michael Sobel,faculty,,Professor,True,1.0,Fall 2022
150,150,columbia,5,4.4,0,Zhiliang Ying,faculty,,Professor,True,1.0,Fall 2022
151,151,columbia,5,4.4,0,John P. Cunningham,faculty,,"Professor, Director of Ph.D. Studies",True,1.0,Fall 2022
152,152,columbia,5,4.4,0,Victor de la Pena,faculty,,Professor,True,1.0,Fall 2022
153,153,columbia,5,4.4,0,Ioannis Karatzas,faculty,,Professor,True,1.0,Fall 2022
154,154,columbia,5,4.4,0,Jingchen Liu,faculty,,Professor,True,0.0,Fall 2022
155,155,columbia,5,4.4,0,Marcel Nutz,faculty,,Professor,True,1.0,Fall 2022
156,156,columbia,5,4.4,0,Philip E. Protter,faculty,,Professor,True,1.0,Fall 2022
157,157,columbia,5,4.4,0,Bodhisattva Sen,faculty,,Professor,True,1.0,Fall 2022
158,158,columbia,5,4.4,0,Simon Tavaré,faculty,,"Professor of Statistics and of Biological Sciences; Director, Herbert and Florence Irving Institute for Cancer Dynamics",True,1.0,Fall 2022
159,159,columbia,5,4.4,0,Ming Yuan,faculty,,Professor,True,1.0,Fall 2022
160,160,columbia,5,4.4,0,Marco Avella,faculty,,Assistant Professor,True,1.0,Fall 2022
161,161,columbia,5,4.4,0,Sumit Mukherjee,faculty,,Associate Professor,True,1.0,Fall 2022
162,162,columbia,5,4.4,0,Anne van Delft,faculty,,Assistant Professor,True,0.0,Fall 2022
163,163,columbia,5,4.4,0,Yuqi Gu,faculty,,Assistant Professor,True,0.0,Fall 2022
164,164,columbia,5,4.4,0,Cynthia Rush,faculty,,Assistant Professor,True,0.0,Fall 2022
165,165,columbia,5,4.4,0,Carsten Chong,faculty,,Assistant Professor,True,1.0,Fall 2022
166,166,columbia,5,4.4,0,Yongchan Kwon,faculty,,Assistant Professor,True,1.0,Fall 2022
167,167,columbia,5,4.4,0,Chenyang Zhong,faculty,,Assistant Professor,True,1.0,Fall 2022
168,168,columbia,5,4.4,0,Gokce Dayanikli,faculty,,Assistant Professor,True,0.0,Fall 2022
169,169,columbia,5,4.4,0,Johannes Wiesel,faculty,,Assistant Professor,True,1.0,Fall 2022
170,170,columbia,5,4.4,0,Demissie Alemayehu,faculty,,"Adjunct Professor, Director of Graduate Studies for the M.A. Program in Statistics",False,1.0,Fall 2022
171,171,columbia,5,4.4,0,Ronald Neath,faculty,,"Lecturer in Discipline, Director of Undergraduate Studies",False,1.0,Fall 2022
172,172,columbia,5,4.4,0,Wayne T. Lee,faculty,,Lecturer in Discipline,False,1.0,Fall 2022
173,173,columbia,5,4.4,0,Joyce Robbins,faculty,,Lecturer in Discipline,False,0.0,Fall 2022
174,174,columbia,5,4.4,0,Alexander Clark,faculty,,Adjunct Assisant Professor,False,1.0,Fall 2022
175,175,columbia,5,4.4,0,Regina Dolgoarshinnykh,faculty,,Adjunct Assistant Professor,False,0.0,Fall 2022
176,176,columbia,5,4.4,0,Hammou El Barmi,faculty,,Adjunct Professor,False,1.0,Fall 2022
177,177,columbia,5,4.4,0,Tat Sang Fung,faculty,,Adjunct Professor,False,0.0,Fall 2022
178,178,columbia,5,4.4,0,Yunxiao Li,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
179,179,columbia,5,4.4,0,Ka Yi Ng,faculty,,Adjunct Assistant Professor,False,0.0,Fall 2022
180,180,columbia,5,4.4,0,Cristian Pasarica,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
181,181,columbia,5,4.4,0,Franz Herbert Rembart,faculty,,Adjunct Assisant Professor,False,1.0,Fall 2022
182,182,columbia,5,4.4,0,Ori Shental,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
183,183,columbia,5,4.4,0,Rongning Wu,faculty,,Adjunct Assistant Professor,False,None,Fall 2022
184,184,columbia,5,4.4,0,Mark Brown,faculty,,Adjunct Professor,False,1.0,Fall 2022
185,185,columbia,5,4.4,0,Guy Cohen,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
186,186,columbia,5,4.4,0,Anthony Donoghue,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
187,187,columbia,5,4.4,0,Musa M Elbulok,faculty,,Adjunct Assisant Professor,False,1.0,Fall 2022
188,188,columbia,5,4.4,0,Xiaofu He,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
189,189,columbia,5,4.4,0,Ying Liu,faculty,,Adjunct Assistant Professor,False,0.0,Fall 2022
190,190,columbia,5,4.4,0,Ha Nguyen,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
191,191,columbia,5,4.4,0,Kamiar Rad Rahnama,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
192,192,columbia,5,4.4,0,David Rios,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
193,193,columbia,5,4.4,0,Haiyuan Wang,faculty,,Adjunct Assistant Professor,False,1.0,Fall 2022
194,194,columbia,5,4.4,0,Demissie Alemayehu,faculty,,"Adjunct Professor, Director of Graduate Studies for the M.A. Program in Statistics",False,1.0,Fall 2022
195,195,columbia,5,4.4,0,David Madigan,faculty,,Professor Emeritus of Statistics,False,1.0,Fall 2022
196,196,columbia,5,4.4,0,Tian Zheng,faculty,,"Professor, Chair",True,1.0,Fall 2022
197,197,columbia,5,4.4,0,Banu Baydil,faculty,,Lecturer in Discipline,False,0.0,Fall 2022
198,198,columbia,5,4.4,0,Dobrin Marchev,faculty,,Lecturer in Discipline,False,1.0,Fall 2022
199,199,columbia,5,4.4,0,Alex Pijyan,faculty,,Lecturer in Discipline,False,1.0,Fall 2022
200,200,cornell,13,4.0,0,Sumanta Basu,faculty,,Assistant Professor,True,1.0,Fall 2022
201,201,cornell,13,4.0,0,James Booth,faculty,,Professor; Director of Graduate Studies,True,1.0,Fall 2022
202,202,cornell,13,4.0,0,Florentina Bunea,faculty,,Professor,True,0.0,Fall 2022
203,203,cornell,13,4.0,0,Sreyoshi Das,faculty,,Assistant Professor of the Practice,False,0.0,Fall 2022
204,204,cornell,13,4.0,0,Thomas DiCiccio,faculty,,Associate Professor,True,1.0,Fall 2022
205,205,cornell,13,4.0,0,Ahmed El Alaoui,faculty,,Assistant Professor,True,1.0,Fall 2022
206,206,cornell,13,4.0,0,Jeremy Entner,faculty,,Lecturer,False,1.0,Fall 2022
207,207,cornell,13,4.0,0,Dominique Fourdrinier,faculty,,Adjunct Professor,False,1.0,Fall 2022
208,208,cornell,13,4.0,0,Christophe Giraud,faculty,,Adjunct Professor,False,1.0,Fall 2022
209,209,cornell,13,4.0,0,Joe Guinness,faculty,,Associate Professor; Director of Undergraduate Studies,True,1.0,Fall 2022
210,210,cornell,13,4.0,0,Giles Hooker,faculty,,Professor,True,1.0,Fall 2022
211,211,cornell,13,4.0,0,Elizabeth Karns,faculty,,Senior Lecturer,False,0.0,Fall 2022
212,212,cornell,13,4.0,0,Kengo Kato,faculty,,Professor,True,1.0,Fall 2022
213,213,cornell,13,4.0,0,Nicholas Kiefer,faculty,,Ta-Chung Liu Professor,True,1.0,Fall 2022
214,214,cornell,13,4.0,0,Amy Kuceyeski,faculty,,Adjunct Associate Professor,False,0.0,Fall 2022
215,215,cornell,13,4.0,0,David S. Matteson,faculty,,Associate Department Chair; Associate Professor,True,1.0,Fall 2022
216,216,cornell,13,4.0,0,Francesca Molinari,faculty,,Professor,True,0.0,Fall 2022
217,217,cornell,13,4.0,0,Yang Ning,faculty,,Assistant Professor,True,1.0,Fall 2022
218,218,cornell,13,4.0,0,Michael Nussbaum,faculty,,Professor,True,1.0,Fall 2022
219,219,cornell,13,4.0,0,Kevin Packard,faculty,,Lecturer,False,1.0,Fall 2022
220,220,cornell,13,4.0,0,David Ruppert,faculty,,Andrew Schultz Jr. Professor of Engineering,True,1.0,Fall 2022
221,221,cornell,13,4.0,0,Melissa Smith,faculty,,Senior Lecturer,False,0.0,Fall 2022
222,222,cornell,13,4.0,0,Samuel Wang,faculty,,Assistant Professor,True,1.0,Fall 2022
223,223,cornell,13,4.0,0,Marten Wegkamp,faculty,,Professor,True,1.0,Fall 2022
224,224,cornell,13,4.0,0,Martin Wells,faculty,,Department Chair; Charles A. Alexander Professor of Statistical Sciences,True,1.0,Fall 2022
225,225,cornell,13,4.0,0,Dana Yang,faculty,,Assistant Professor,True,0.0,Fall 2022
226,226,cornell,13,4.0,0,Xiaolong Yang,faculty,,Senior Lecturer and Director of the MPS Program,False,1.0,Fall 2022
227,227,duke,7,4.3,0,David L. Banks,faculty,,Professor of the Practice of Statistical Science,False,1.0,Fall 2022
228,228,duke,7,4.3,0,Mine Cetinkaya-Rundel,faculty,,Professor of the Practice of Statistical Science,False,0.0,Fall 2022
229,229,duke,7,4.3,0,Yuansi Chen,faculty,,Assistant Professor of Statistical Science,True,1.0,Fall 2022
230,230,duke,7,4.3,0,Merlise Clyde,faculty,,Professor of Statistical Science,True,0.0,Fall 2022
231,231,duke,7,4.3,0,David B. Dunson,faculty,,Arts and Sciences Distinguished Professor of Statistical Science,True,1.0,Fall 2022
232,232,duke,7,4.3,0,Alexander Fisher,faculty,,Assistant Professor of the Practice of Statistical Science,False,1.0,Fall 2022
233,233,duke,7,4.3,0,Funda Gunes,faculty,,Senior Lecturer of Statistical Science,False,0.0,Fall 2022
234,234,duke,7,4.3,0,Amy H Herring,faculty,,Sara and Charles Ayres Distinguished Professor,True,0.0,Fall 2022
235,235,duke,7,4.3,0,Peter David Hoff,faculty,,Professor of Statistical Science,True,1.0,Fall 2022
236,236,duke,7,4.3,0,Edwin Severin Iversen,faculty,,Research Professor of Statistical Science,True,1.0,Fall 2022
237,237,duke,7,4.3,0,Yue Jiang,faculty,,Assistant Professor of the Practice of Statistical Science,False,0.0,Fall 2022
238,238,duke,7,4.3,0,Eric Laber,faculty,,Professor of Statistical Science,True,1.0,Fall 2022
239,239,duke,7,4.3,0,Fan Li,faculty,,Professor of Statistical Science,True,0.0,Fall 2022
240,240,duke,7,4.3,0,Li Ma,faculty,,Associate Professor of Statistical Science,True,0.0,Fall 2022
241,241,duke,7,4.3,0,Simon Mak,faculty,,Assistant Professor of Statistical Science,True,1.0,Fall 2022
242,242,duke,7,4.3,0,Sayan Mukherjee,faculty,,Professor of Statistical Science,True,1.0,Fall 2022
243,243,duke,7,4.3,0,Galen Reeves,faculty,,Associate Professor in the Department of Electrical and Computer Engineering,True,1.0,Fall 2022
244,244,duke,7,4.3,0,Jerome P. Reiter,faculty,,Professor of Statistical Science,True,1.0,Fall 2022
245,245,duke,7,4.3,0,Colin Rundel,faculty,,Associate Professor of the Practice of Statistical Science,False,1.0,Fall 2022
246,246,duke,7,4.3,0,Scott C. Schmidler,faculty,,Associate Professor of Statistical Science,True,1.0,Fall 2022
247,247,duke,7,4.3,0,Rebecca Carter Steorts,faculty,,Associate Professor of Statistical Science,True,0.0,Fall 2022
248,248,duke,7,4.3,0,Maria Tackett,faculty,,Assistant Professor of the Practice of Statistical Science,False,0.0,Fall 2022
249,249,duke,7,4.3,0,Surya Tapas Tokdar,faculty,,Professor of Statistical Science,True,1.0,Fall 2022
250,250,duke,7,4.3,0,Alexander Volfovsky,faculty,,Assistant Professor of Statistical Science,True,1.0,Fall 2022
251,251,duke,7,4.3,0,Mike West,faculty,,Arts and Sciences Distinguished Professor of Statistics and Decision Sciences,True,1.0,Fall 2022
252,252,duke,7,4.3,0,Hau-tieng Wu,faculty,,Professor of Mathematics,True,None,Fall 2022
253,253,duke,7,4.3,0,Jason Xu,faculty,,Assistant Professor of Statistical Science,True,1.0,Fall 2022
